DFS ID,Name,Pos,Order,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,1B,2B,3B,HR,SB,CS,R,RBI,K,BB,PA,H,ER,IP,W,QS,CG,CGSO,Pitches
42659454,Adrian Morejon,P,,SD,SEA,,4000,0,0.6,,0.6,0.15,0.04,0.04,0,100,4.2266,8.761,0.60237,0,0,0,0,5.5,10.05,1.035,0,0,0,0,9,15.01,0.0903,0,0,0,0,2,6,0.9209,0,0,0,0,8,15,2.11777,3.24176,1.47375,3.10683,0.11904,0.03516,0.00192,0.01268,0,0,0.06744,0,0.16792,0.0594,0.80148,0.1688,0.06248,0,0.0212,0,0,0,2.92016
42659484,Jaden Hill,P,,COL,HOU,,4000,0,0.55,,0.55,0.1375,0.29,0.29,0,100,3.9422,9.2414,0.548137,0,0,0,0,5.9,9.9,1.09453,0,0,0,0,10,16,-0.134753,0,0,0,0,1.3,5.307,0.8913,0,0,0,0,9,14.505,2.32432,3.55167,1.81195,3.40096,0.164933,0.0462667,0.0022,0.0342667,0,0,0.1508,0,0.237133,0.1588,1.1286,0.2476664,0.139467,0,0.00893333,0,0,0,4.45967
42659467,Matt Brash,P,,SEA,SD,,4000,0,0.39,,0.39,0.0975,0.1,0.1,0,100,4.5344,8.761,0.386892,0,0,0,0,3.8,9.9,0.70668,0,0,0,0,6,15,0.022728,0,0,0,0,0.4,5.3,0.60824,0,0,0,0,5.5,14.5,1.90845,2.93028,1.33016,2.80475,0.08308,0.02348,0.00256,0.0118,0,0,0.05712,0,0.11832,0.07596,0.58988,0.12092000000000001,0.05332,0,0.01748,0,0,0,2.3624
42659470,Brennan Bernardino,P,,COL,HOU,,4000,0,0.31,,0.31,0.0775,0.16,0.16,0,100,3.9422,9.2414,0.31319,0,0,0,0,4.0675,8.55,0.689333,0,0,0,0,7,14,-0.19504,0,0,0,0,0.2,4.2,0.5292,0,0,0,0,6.5,13,1.8966,2.85418,1.62709,2.75245,0.1302,0.0368667,0.00326667,0.0244,0,0,0.1188,0,0.141933,0.125533,0.850467,0.19473337000000002,0.1092,0,0.00693333,0,0,0,3.34807
42659481,Yuki Matsui,P,,SD,SEA,IL,4000,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659447,Garrett Hawkins,P,,SD,SEA,,4000,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659408,Logan Evans,P,,SEA,SD,IL,7700,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659372,Shay Whitcomb,2B/3B,,HOU,COL,,2000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659390,Adael Amador,2B,,COL,HOU,,2000,0,0,,0,0,0,0,0,100,3.9422,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659473,Jayden Murray,P,,HOU,COL,,4000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659445,Gabriel Hughes,P,,COL,HOU,,4000,0,0,,0,0,0,0,0,100,3.9422,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659393,Will Wagner,1B/3B,,SD,SEA,IL,2000,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659415,JP Sears,P,,SD,SEA,,7500,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659406,Ronel Blanco,P,,HOU,COL,IL,8000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659404,Randy Vasquez,P,,SD,SEA,,8200,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659400,Logan Gilbert,P,,SEA,SD,,8500,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659430,Miguel Ullola,P,,HOU,COL,DTD,6000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659397,Ryan Ritter,2B,,COL,HOU,,2000,0,0,,0,0,0,0,0,100,3.9422,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659403,Nick Pivetta,P,,SD,SEA,IL,8200,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659442,Robinson Ortiz,P,,SEA,SD,,4000,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659441,Alex Hoppe,P,,SEA,SD,,4000,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659418,Spencer Arrighetti,P,,HOU,COL,,7000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659383,Jhonny Pereda,C,,SEA,SD,,2300,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659422,Jason Alexander,P,,HOU,COL,,7000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659362,Mitch Garver,C,,SEA,SD,,2400,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659344,Brice Matthews,2B/OF,,HOU,COL,,3200,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659416,Griffin Canning,P,,SD,SEA,IL,7500,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659427,Cody Bolton,P,,HOU,COL,IL,7000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659483,Sammy Peralta,P,,COL,HOU,,4000,0,0,,0,0,0,0,0,100,3.9422,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659412,Jhony Brito,P,,SD,SEA,IL,7500,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659464,Luis Peralta,P,,COL,HOU,,4000,0,0,,0,0,0,0,0,100,3.9422,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659369,Connor Joe,OF,,SEA,SD,,2100,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659463,Christian Roa,P,,HOU,COL,,4000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659366,Bryce Johnson,OF,,SD,SEA,,2200,0,0,,0,0,0,0,0,100,4.2266,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659439,Ryan Feltner,P,,COL,HOU,,5800,0,0,,0,0,0,0,0,100,3.9422,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659375,Victor Robles,OF,,SEA,SD,IL,3100,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659410,Bryce Miller,P,,SEA,SD,IL,7700,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659380,Rob Refsnyder,OF,,SEA,SD,O,2800,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659346,Christian Vazquez,C,,HOU,COL,,3200,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659440,Jeff Criswell,P,,COL,HOU,IL,4000,0,0,,0,0,0,0,0,100,3.9422,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659423,Hayden Wesneski,P,,HOU,COL,IL,7000,0,0,,0,0,0,0,0,100,5.2992,9.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
42659402,George Kirby,P,,SEA,SD,,8500,0,0,,0,0,0,0,0,100,4.5344,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,
